Rk,Player,PTS,Date,Age,Team,...7,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM,Pos.
80,LeBron James,39,1/6/08,23-007,CLE,@,TOR,W 93-90,1,46,14,29,0.483,10,21,0.476,4,8,0.5,7,12,0.583,0.569,3,8,11,8,0,0,1,1,31,18.9,F-G
81,LeBron James,39,2/13/08,23-045,CLE,NA,SAS,L 105-112,1,43,17,31,0.548,16,26,0.615,1,5,0.2,4,7,0.571,0.572,2,4,6,9,0,1,3,4,27.9,5,F-G
82,LeBron James,39,3/6/08,23-067,CLE,@,CHI,L 96-107,1,38,13,27,0.481,11,19,0.579,2,8,0.25,11,12,0.917,0.604,0,3,3,1,1,3,4,1,25.2,12,F-G
83,LeBron James,39,1/28/11,26-029,MIA,NA,DET,W 88-87,1,44,15,25,0.6,13,21,0.619,2,4,0.5,7,10,0.7,0.663,0,8,8,9,1,2,3,1,34,20.4,F-G
84,LeBron James,39,1/17/13,28-018,MIA,@,LAL,W 99-90,1,42,17,25,0.68,16,23,0.696,1,2,0.5,4,4,1,0.729,0,7,7,8,3,1,2,2,36.9,22.5,F-G
85,LeBron James,39,2/14/13,28-046,MIA,@,OKC,W 110-100,1,40,14,24,0.583,10,16,0.625,4,8,0.5,7,9,0.778,0.697,3,9,12,7,2,0,4,3,33.5,19.6,F-G
86,LeBron James,39,11/15/13,28-320,MIA,NA,DAL,W 110-104,1,37,14,18,0.778,13,17,0.765,1,1,1,10,11,0.909,0.854,0,6,6,4,1,0,6,0,31.2,10,F-G
87,LeBron James,39,11/17/17,32-322,CLE,NA,LAC,W 118-113 (OT),1,46,17,26,0.654,13,17,0.765,4,9,0.444,1,5,0.2,0.691,1,13,14,6,0,0,6,0,28.8,7.5,F-G
88,LeBron James,39,12/19/17,32-354,CLE,@,MIL,L 116-119,1,34,14,22,0.636,8,11,0.727,6,11,0.545,5,5,1,0.806,0,1,1,7,3,2,7,1,31.4,17.4,F-G
89,LeBron James,39,3/7/18,33-067,CLE,@,DEN,W 113-108,1,39,15,25,0.6,10,17,0.588,5,8,0.625,4,8,0.5,0.684,1,7,8,10,1,0,3,2,32.9,15,F-G
90,LeBron James,39,11/1/19,34-306,LAL,@,DAL,W 119-110 (OT),1,43,13,23,0.565,9,14,0.643,4,9,0.444,9,11,0.818,0.7,0,12,12,16,4,1,4,5,40.8,24.1,F-G
91,LeBron James,39,11/24/21,36-329,LAL,@,IND,W 124-116 (OT),1,43,13,29,0.448,8,17,0.471,5,12,0.417,8,9,0.889,0.592,0,5,5,6,1,2,2,2,28.8,11,F-G
92,LeBron James,39,12/25/21,36-360,LAL,NA,BRK,L 115-122,1,40,14,25,0.56,11,16,0.688,3,9,0.333,8,9,0.889,0.673,1,8,9,7,3,1,3,2,34.6,15.4,F-G
93,LeBron James,39,3/27/22,37-087,LAL,@,NOP,L 108-116,1,42,14,27,0.519,7,14,0.5,7,13,0.538,4,6,0.667,0.658,1,8,9,5,0,1,4,1,27.8,8.2,F-G
94,LeBron James,39,11/26/22,37-331,LAL,@,SAS,W 143-138,1,35,11,21,0.524,4,9,0.444,7,12,0.583,10,10,1,0.768,0,11,11,3,1,1,4,3,30.6,5.8,F-G
95,LeBron James,38,2/1/04,19-033,CLE,@,WAS,W 104-100,1,43,14,27,0.519,13,25,0.52,1,2,0.5,9,11,0.818,0.597,3,3,6,4,0,2,6,4,23.5,1.5,F-G
96,LeBron James,38,11/10/04,19-316,CLE,NA,PHO,W 114-109 (OT),1,48,13,24,0.542,12,22,0.545,1,2,0.5,11,12,0.917,0.649,3,7,10,6,3,3,3,1,36.1,16.7,F-G
97,LeBron James,38,4/15/05,20-106,CLE,@,WAS,L 111-119,1,48,16,33,0.485,15,27,0.556,1,6,0.167,5,8,0.625,0.52,2,4,6,6,1,0,1,3,25.7,5.5,F-G
98,LeBron James,38,11/26/05,20-331,CLE,NA,MIN,L 85-89,1,44,13,29,0.448,7,18,0.389,6,11,0.545,6,6,1,0.601,2,3,5,2,4,0,2,2,27.8,22.2,F-G
99,LeBron James,38,1/25/06,21-026,CLE,@,ATL,W 106-97,1,46,11,22,0.5,10,17,0.588,1,5,0.2,15,20,0.75,0.617,1,8,9,6,3,1,5,2,30.2,8.4,F-G
100,LeBron James,38,11/11/06,21-316,CLE,NA,BOS,W 94-93,1,44,9,17,0.529,8,13,0.615,1,4,0.25,19,23,0.826,0.701,1,7,8,5,3,0,2,4,33.8,16.5,F-G
101,LeBron James,38,2/15/07,22-047,CLE,@,LAL,W 114-108,1,40,10,16,0.625,10,15,0.667,0,1,0,18,22,0.818,0.74,0,4,4,3,3,0,3,4,30.9,13.4,F-G
102,LeBron James,38,11/27/07,22-332,CLE,NA,BOS,W 109-104 (OT),1,46,11,25,0.44,9,17,0.529,2,8,0.25,14,15,0.933,0.601,0,4,4,13,2,2,3,2,34.4,17.3,F-G
103,LeBron James,38,3/8/08,23-069,CLE,NA,IND,W 103-95,1,38,11,24,0.458,6,16,0.375,5,8,0.625,11,12,0.917,0.649,4,7,11,4,1,2,2,2,32.5,19.6,F-G
104,LeBron James,38,11/15/08,23-321,CLE,NA,UTA,W 105-93,1,42,13,21,0.619,10,14,0.714,3,7,0.429,9,11,0.818,0.735,3,2,5,7,2,2,2,2,35.9,21.6,F-G
105,LeBron James,38,12/30/08,24-000,CLE,@,MIA,L 95-104,1,43,12,24,0.5,9,16,0.563,3,8,0.375,11,14,0.786,0.63,0,2,2,7,0,2,5,2,25.9,8.9,F-G
106,LeBron James,38,1/9/09,24-010,CLE,NA,BOS,W 98-83,1,36,13,25,0.52,10,18,0.556,3,7,0.429,9,9,1,0.656,1,6,7,6,4,3,3,2,34.7,26.4,F-G
107,LeBron James,38,4/5/09,24-096,CLE,NA,SAS,W 101-81,1,37,14,21,0.667,12,16,0.75,2,5,0.4,8,8,1,0.775,0,7,7,6,1,0,2,1,33.8,22.6,F-G
108,LeBron James,38,10/27/09,24-301,CLE,NA,BOS,L 89-95,1,45,12,22,0.545,8,13,0.615,4,9,0.444,10,13,0.769,0.685,0,4,4,8,2,4,5,4,31.2,19.4,F-G
109,LeBron James,38,3/24/10,25-084,CLE,@,NOH,W 105-92,1,41,15,22,0.682,14,17,0.824,1,5,0.2,7,8,0.875,0.745,2,4,6,9,1,0,3,2,34.3,16.6,F-G
110,LeBron James,38,12/2/10,25-337,MIA,@,CLE,W 118-90,1,30,15,25,0.6,13,18,0.722,2,7,0.286,6,9,0.667,0.656,0,5,5,8,1,1,0,1,33.7,21.1,F-G
111,LeBron James,38,1/3/11,26-004,MIA,@,CHA,W 96-82,1,37,15,26,0.577,13,22,0.591,2,4,0.5,6,6,1,0.663,0,9,9,5,1,0,3,3,28.8,14.6,F-G
112,LeBron James,38,1/22/11,26-023,MIA,NA,TOR,W 120-103,1,38,14,29,0.483,13,26,0.5,1,3,0.333,9,14,0.643,0.54,1,10,11,6,2,1,1,2,30.1,5.3,F-G
113,LeBron James,38,3/1/12,27-062,MIA,@,POR,W 107-93,1,41,13,22,0.591,11,20,0.55,2,2,1,10,12,0.833,0.696,2,9,11,6,5,1,0,1,40.6,26.3,F-G
114,LeBron James,38,11/12/12,27-318,MIA,@,HOU,W 113-110,1,40,14,26,0.538,9,18,0.5,5,8,0.625,5,8,0.625,0.644,1,9,10,6,0,0,0,1,31.4,16.5,F-G
115,LeBron James,38,12/23/13,28-358,MIA,NA,ATL,W 121-119 (OT),1,46,16,28,0.571,12,19,0.632,4,9,0.444,2,6,0.333,0.62,4,4,8,6,2,0,0,2,32.6,13.9,F-G
116,LeBron James,38,3/26/14,29-086,MIA,@,IND,L 83-84,1,43,11,19,0.579,9,13,0.692,2,6,0.333,14,15,0.933,0.742,0,8,8,5,0,0,6,3,27.4,11.5,F-G
117,LeBron James,38,4/6/14,29-097,MIA,NA,NYK,W 102-91,1,43,13,22,0.591,10,15,0.667,3,7,0.429,9,12,0.75,0.696,0,5,5,6,1,0,5,0,28.3,7.6,F-G
118,LeBron James,38,3/3/17,32-063,CLE,@,ATL,W 135-130,1,39,14,27,0.519,8,17,0.471,6,10,0.6,4,8,0.5,0.623,1,12,13,8,0,0,2,4,29.4,2.1,F-G
119,LeBron James,38,11/29/18,33-334,LAL,NA,IND,W 104-96,1,38,15,27,0.556,13,20,0.65,2,7,0.286,6,10,0.6,0.605,1,8,9,7,2,0,4,2,28.7,12,F-G
120,LeBron James,38,3/2/21,36-062,LAL,NA,PHO,L 104-114,1,38,16,24,0.667,13,16,0.813,3,8,0.375,3,5,0.6,0.725,0,5,5,6,2,1,3,1,31.8,16.3,F-G
121,LeBron James,38,3/19/22,37-079,LAL,@,WAS,L 119-127,1,36,16,29,0.552,12,19,0.632,4,10,0.4,2,3,0.667,0.627,2,8,10,6,0,0,2,3,28.5,8.7,F-G
